,index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
943,943,2013.0,The Golem and the Jinni,Helene Wecker,eng,Excellent,4.1,59650.0,genre fiction,438.9,0.0,3.99,1107.0,"Amazon Digital Services,  Inc.",4320.0
944,944,2012.0,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,,ara,Intermediate,3.72,42958.0,nonfiction,1200.1,720.06,10.91,1107.0,Simon and Schuster Digital Sales Inc,4320.0
945,945,2003.0,The Slippery Slope,"Lemony Snicket, Brett Helquist",en-US,Intermediate,4.0,81362.0,genre fiction,988.9,593.34,8.99,,Penguin Group (USA) LLC,4320.0
946,946,1853.0,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",eng,Intermediate,4.0,67433.0,genre fiction,988.9,593.34,8.99,1112.0,HarperCollins Publishers,4320.0
947,947,1938.0,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,eng,Excellent,4.12,72504.0,genre fiction,548.9,329.34,4.99,1118.0,"Amazon Digital Services,  Inc.",4280.0
948,948,2004.0,Furies of Calderon ,Jim Butcher,eng,Excellent,4.12,70269.0,genre fiction,108.9,0.0,0.99,1119.0,,4280.0
949,949,1983.0,Alanna: The First Adventure,Tamora Pierce,en-US,Excellent,4.27,85699.0,genre fiction,1867.8,1120.68,16.98,1119.0,Penguin Group (USA) LLC,4280.0
950,950,2009.0,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Novice,3.23,63737.0,,416.9,250.14,3.79,1120.0,HarperCollins Publishers,4280.0
951,951,2014.0,The Boston Girl,Anita Diamant,eng,Intermediate,3.79,51603.0,genre fiction,548.9,0.0,4.99,1120.0,"Amazon Digital Services,  Inc.",4280.0
952,952,2009.0,"Lover Enshrined, part two",J.R. Ward,,Excellent,4.38,84650.0,children,493.9,296.34,4.49,,Macmillan,4280.0
953,953,1990.0,The Fall of Hyperion,,eng,Excellent,4.18,63235.0,nonfiction,641.3,384.78,5.83,1124.0,Simon and Schuster Digital Sales Inc,4280.0
954,954,1987.0,The Black Dahlia,James Ellroy,en-US,Intermediate,3.75,61412.0,genre fiction,1088.91,653.346,9.99,1127.0,Random House LLC,4280.0
955,955,1871.0,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",eng,Excellent,4.06,63050.0,,216.91,130.146,1.99,1128.0,Simon and Schuster Digital Sales Inc,4280.0
956,956,1991.0,Wild Swans: Three Daughters of China,Jung Chang,en-US,Excellent,4.23,60193.0,nonfiction,434.91,260.946,3.99,1129.0,HarperCollins Christian Publishing,4280.0
957,957,1961.0,"Go, Dog. Go!",P.D. Eastman,eng,Excellent,4.08,66360.0,fiction,1160.85,696.51,10.65,1130.0,Penguin Group (USA) LLC,4280.0
958,958,1937.0,,"Laura Ingalls Wilder, Garth Williams",,Excellent,4.19,74666.0,genre fiction,516.66,309.996,4.74,1131.0,HarperCollins Publishers,4280.0
959,959,2015.0,,Stephen King,eng,Excellent,4.03,36541.0,fiction,107.91,0.0,0.99,1131.0,"Amazon Digital Services,  Inc.",4280.0
960,960,2009.0,The Strain,"Guillermo del Toro, Chuck Hogan",en-US,Intermediate,3.77,58631.0,genre fiction,107.91,64.746,0.99,,"Amazon Digital Services,  Inc.",4280.0
961,961,1890.0,The Complete Poems of Emily Dickinson,,eng,Excellent,4.21,60278.0,genre fiction,543.91,0.0,4.99,1132.0,,4280.0
962,962,1956.0,Old Yeller,Fred Gipson,en-US,Excellent,4.06,69815.0,genre fiction,1502.02,901.212,13.78,,Macmillan,4280.0
963,963,2007.0,Born Standing Up: A Comic's Life,Steve Martin,eng,Intermediate,3.87,60869.0,nonfiction,107.91,64.746,0.99,1137.0,"Amazon Digital Services,  Inc.",4280.0
964,964,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,,Excellent,4.01,58841.0,nonfiction,107.91,0.0,0.99,1138.0,"Amazon Digital Services,  Inc.",4280.0
965,965,2000.0,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,eng,Famous,4.56,54977.0,genre fiction,325.91,0.0,2.99,1140.0,,4280.0
966,966,1952.0,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",,Excellent,4.02,74820.0,,706.32,423.792,6.48,,Hachette Book Group,4240.0
967,967,1999.0,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063.0,genre fiction,216.91,130.146,1.99,1142.0,Macmillan,4240.0
968,968,2016.0,,Jodi Picoult,eng,Excellent,4.35,73745.0,genre fiction,1306.91,784.146,11.99,1144.0,Penguin Group (USA) LLC,4240.0
969,969,1982.0,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",eng,Intermediate,3.94,55262.0,nonfiction,960.29,576.174,8.81,,Simon and Schuster Digital Sales Inc,4240.0
970,970,2003.0,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504.0,genre fiction,598.41,359.046,5.49,1148.0,,4240.0
971,971,2012.0,Days of Blood & Starlight,Laini Taylor,en-CA,Excellent,4.21,85746.0,genre fiction,325.91,195.546,2.99,1148.0,"Amazon Digital Services,  Inc.",4240.0
972,972,1984.0,Jitterbug Perfume,Tom Robbins,eng,Excellent,4.24,48277.0,genre fiction,325.91,0.0,2.99,,"Amazon Digital Services,  Inc.",4240.0
973,973,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,,Excellent,4.32,60959.0,genre fiction,,195.546,2.99,,"Amazon Digital Services,  Inc.",4240.0
974,974,2012.0,The Darkest Minds,Alexandra Bracken,eng,Excellent,4.26,83886.0,fiction,620.21,,5.69,,,4240.0
975,975,2005.0,O Zahir,,eng,Intermediate,3.56,50921.0,genre fiction,434.91,0.0,3.99,1151.0,"Amazon Digital Services,  Inc.",4240.0
976,976,1952.0,The Power of Positive Thinking,Norman Vincent Peale,eng,Excellent,4.08,52704.0,,325.91,0.0,2.99,1152.0,"Amazon Digital Services,  Inc.",4240.0
977,977,2015.0,"In a Dark, Dark Wood ",Ruth Ware,eng,Intermediate,3.65,67344.0,genre fiction,107.91,0.0,0.99,1153.0,"Amazon Digital Services,  Inc.",4240.0
978,978,1905.0,The House of Mirth,"Edith Wharton, Nina Bawden",,Intermediate,3.94,60611.0,genre fiction,325.91,0.0,2.99,1154.0,"Amazon Digital Services,  Inc.",4240.0
979,979,2006.0,Fairy Tail 1,"Hiro Mashima, William Flanagan",eng,Famous,4.4,65477.0,genre fiction,434.91,0.0,3.99,1155.0,"Amazon Digital Services,  Inc.",4240.0
980,980,2014.0,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",eng,Intermediate,3.92,57716.0,,434.91,0.0,3.99,1156.0,"Amazon Digital Services,  Inc.",4240.0
981,981,1853.0,Twelve Years a Slave,Solomon Northup,,Excellent,4.15,39758.0,genre fiction,543.91,326.346,4.99,1156.0,Random House LLC,4240.0
982,982,2010.0,"Lover Avenged, part one",J.R. Ward,eng,Famous,4.41,82824.0,genre fiction,543.91,0.0,4.99,,"Amazon Digital Services,  Inc.",109.0
983,983,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,en-US,Excellent,4.16,57259.0,genre fiction,107.91,0.0,0.99,,"Amazon Digital Services,  Inc.",109.0
984,984,2006.0,Infidel,,eng,Excellent,4.2,58432.0,genre fiction,107.91,0.0,0.99,1161.0,"Amazon Digital Services,  Inc.",109.0
985,985,2007.0,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,eng,Intermediate,3.88,53586.0,genre fiction,761.91,0.0,6.99,1161.0,"Amazon Digital Services,  Inc.",109.0
986,986,2012.0,The Twelve,Justin Cronin,eng,Intermediate,3.98,56756.0,genre fiction,538.92,0.0,4.99,1164.0,"Amazon Digital Services,  Inc.",108.0
987,987,1962.0,,"Aleksandr Solzhenitsyn, H.T. Willetts",eng,Intermediate,3.94,61678.0,genre fiction,646.92,388.152,5.99,1166.0,Hachette Book Group,108.0
988,988,1995.0,The Diamond Age,Neal Stephenson,eng,Excellent,4.19,61836.0,genre fiction,970.92,582.552,8.99,1167.0,Macmillan,108.0
989,989,1959.0,A Canticle for Leibowitz,,eng,Intermediate,3.97,66721.0,genre fiction,106.92,0.0,0.99,1167.0,"Amazon Digital Services,  Inc.",108.0
990,990,-441.0,á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·,"Sophocles, J.E. Thomas",eng,Intermediate,3.6,67608.0,genre fiction,106.92,64.152,0.99,1167.0,"Amazon Digital Services,  Inc.",108.0
991,991,2009.0,Brooklyn,Colm TÃ³ibÃ­n,,Intermediate,3.63,55459.0,genre fiction,1659.96,995.976,15.37,,"Amazon Digital Services,  Inc.",108.0
992,992,2011.0,Wither,Lauren DeStefano,eng,Intermediate,3.81,84776.0,genre fiction,412.56,0.0,3.82,1169.0,"Amazon Digital Services,  Inc.",108.0
993,993,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,eng,Intermediate,3.99,,,430.92,0.0,3.99,1169.0,"Amazon Digital Services,  Inc.",108.0
994,994,,Crossroads of Twilight,Robert Jordan,en-US,Intermediate,3.82,,genre fiction,430.92,0.0,3.99,1170.0,"Amazon Digital Services,  Inc.",108.0
995,995,1871.0,The Red Badge of Courage,Stephen Crane,eng,Novice,3.21,68448.0,genre fiction,1186.92,712.152,10.99,1173.0,Penguin Group (USA) LLC,108.0
996,996,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,Excellent,4.17,60236.0,genre fiction,1150.2,690.12,10.65,1174.0,Penguin Group (USA) LLC,108.0
997,997,1999.0,,Steven Erikson,eng,Intermediate,3.85,57993.0,genre fiction,430.92,0.0,3.99,1175.0,"Amazon Digital Services,  Inc.",108.0
998,998,2006.0,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461.0,genre fiction,1327.32,796.392,12.29,1179.0,HarperCollins Publishers,108.0
999,999,1978.0,A Swiftly Tilting Planet,Madeleine L'Engle,eng,Excellent,4.13,75851.0,genre fiction,322.92,0.0,2.99,,"Amazon Digital Services,  Inc.",108.0
1000,1000,2003.0,Gregor the Overlander,Suzanne Collins,eng,Intermediate,3.99,66823.0,genre fiction,322.92,0.0,2.99,1183.0,"Amazon Digital Services,  Inc.",108.0
1001,1001,2011.0,Sing You Home,Jodi Picoult,en-US,Intermediate,3.76,62494.0,genre fiction,516.24,309.744,4.78,1184.0,"Amazon Digital Services,  Inc.",108.0
1002,1002,1992.0,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267.0,fiction,214.92,128.952,1.99,1186.0,HarperCollins Publishers,108.0
1003,1003,,The Camel Club,David Baldacci,eng,Excellent,4.02,58973.0,nonfiction,139.32,83.592,1.29,,"Amazon Digital Services,  Inc.",108.0
1004,1004,2006.0,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,,,genre fiction,748.44,449.064,6.93,1190.0,Hachette Book Group,108.0
1005,1005,,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624.0,genre fiction,106.92,64.152,0.99,1192.0,"Amazon Digital Services,  Inc.",108.0
1006,1006,2006.0,The Boleyn Inheritance,,eng,Intermediate,3.84,62135.0,genre fiction,646.92,388.152,5.99,1193.0,Hachette Book Group,108.0
1007,1007,2015.0,A Spool of Blue Thread,,eng,Novice,3.4,42339.0,genre fiction,1186.92,712.152,10.99,1194.0,Penguin Group (USA) LLC,108.0
1008,1008,2016.0,The Underground Railroad,Colson Whitehead,eng,Excellent,4.04,,genre fiction,538.92,0.0,4.99,1195.0,"Amazon Digital Services,  Inc.",108.0
1009,1009,2007.0,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598.0,genre fiction,106.92,64.152,0.99,1196.0,"Amazon Digital Services,  Inc.",
1010,1010,2011.0,The Iron Queen,Julie Kagawa,eng,Excellent,,82373.0,nonfiction,430.92,0.0,3.99,1196.0,"Amazon Digital Services,  Inc.",108.0
1011,1011,2012.0,Losing It,Cora Carmack,eng,Intermediate,3.77,84438.0,genre fiction,538.92,323.352,4.99,1197.0,HarperCollins Publishers,
1012,1012,2012.0,The Racketeer,John Grisham,,Intermediate,3.79,48286.0,genre fiction,322.92,193.752,2.99,1198.0,"Amazon Digital Services,  Inc.",108.0
1013,1013,1999.0,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422.0,,1078.92,647.352,9.99,1198.0,Random House LLC,108.0
1014,1014,1928.0,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",en-US,Excellent,4.36,69102.0,genre fiction,214.92,0.0,1.99,1199.0,"Amazon Digital Services,  Inc.",108.0
1015,1015,2010.0,The Black Prism,Brent Weeks,en-US,Excellent,4.24,58906.0,genre fiction,430.92,0.0,3.99,1199.0,,108.0
1016,1016,2004.0,The Mermaid Chair,Sue Monk Kidd,eng,Novice,3.1,62760.0,genre fiction,322.92,0.0,2.99,,"Amazon Digital Services,  Inc.",108.0
1017,1017,1970.0,Frog and Toad Are Friends,Arnold Lobel,eng,Excellent,4.18,70119.0,nonfiction,322.92,193.752,2.99,1200.0,HarperCollins Publishers,108.0
1018,1018,2002.0,,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981.0,genre fiction,105.93,0.0,0.99,1201.0,"Amazon Digital Services,  Inc.",107.0
1019,1019,2010.0,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834.0,genre fiction,854.93,512.958,7.99,1201.0,Random House LLC,107.0
1020,1020,2016.0,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865.0,fiction,919.13,551.478,8.59,1201.0,Penguin Group (USA) LLC,107.0
1021,1021,1974.0,The Killer Angels,Michael Shaara,en-US,Excellent,4.3,58372.0,,105.93,63.558,0.99,1203.0,"Amazon Digital Services,  Inc.",107.0
1022,1022,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,en-US,Excellent,4.16,73883.0,fiction,426.93,256.158,3.99,1206.0,Penguin Group (USA) LLC,107.0
1023,1023,2006.0,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838.0,genre fiction,1272.23,763.338,11.89,1207.0,HarperCollins Publishers,107.0
1024,1024,1896.0,The Island of Dr. Moreau,H.G. Wells,eng,Intermediate,3.72,60346.0,genre fiction,640.93,0.0,5.99,1212.0,"Amazon Digital Services,  Inc.",107.0
1025,1025,2012.0,Opal,Jennifer L. Armentrout,,Excellent,4.34,92014.0,genre fiction,105.93,0.0,0.99,1213.0,"Amazon Digital Services,  Inc.",107.0
1026,1026,2008.0,Zeitoun,Dave Eggers,,Excellent,4.08,55398.0,genre fiction,408.74,0.0,3.82,1214.0,"Amazon Digital Services,  Inc.",107.0
1027,1027,2010.0,Out of My Mind,Sharon M. Draper,en-US,Excellent,4.37,63756.0,nonfiction,319.93,0.0,2.99,1215.0,"Amazon Digital Services,  Inc.",107.0
1028,1028,2012.0,Rapture,Lauren Kate,eng,Excellent,4.03,79360.0,,1282.93,769.758,11.99,1216.0,Random House LLC,107.0
1029,1029,2010.0,Switched,Amanda Hocking,eng,Intermediate,3.89,45319.0,genre fiction,640.93,384.558,5.99,1217.0,Macmillan,107.0
1030,1030,1957.0,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",eng,Excellent,4.03,59973.0,fiction,854.93,512.958,7.99,1217.0,HarperCollins Publishers,107.0
1031,1031,2015.0,,Colleen Hoover,en-GB,Excellent,4.25,,nonfiction,1175.93,705.558,10.99,1218.0,"Amazon Digital Services,  Inc.",107.0
1032,1032,2012.0,Pines,Blake Crouch,,Intermediate,3.88,34789.0,genre fiction,105.93,0.0,0.99,1218.0,"Amazon Digital Services,  Inc.",107.0
1033,1033,1994.0,Disclosure,Michael Crichton,,Intermediate,3.76,57818.0,genre fiction,854.93,512.958,7.99,,Random House LLC,107.0
1034,1034,2012.0,Death Comes to Pemberley,P.D. James,eng,Novice,3.21,65906.0,,426.93,,3.99,1220.0,"Amazon Digital Services,  Inc.",107.0
1035,1035,1911.0,Ethan Frome,Edith Wharton,eng,Novice,3.35,72421.0,nonfiction,405.53,243.318,3.79,,HarperCollins Publishers,107.0
1036,1036,1992.0,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",en-GB,Intermediate,3.78,61347.0,genre fiction,324.21,194.526,3.03,1223.0,"Amazon Digital Services,  Inc.",107.0
1037,1037,2016.0,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433.0,fiction,747.93,448.758,6.99,1223.0,Penguin Group (USA) LLC,107.0
1038,1038,1905.0,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",eng,Excellent,4.07,66537.0,nonfiction,951.23,570.738,8.89,1224.0,Simon and Schuster Digital Sales Inc,107.0
1039,1039,1968.0,The Electric Kool-Aid Acid Test,Tom Wolfe,en-US,Intermediate,3.92,54848.0,genre fiction,319.93,0.0,2.99,1225.0,"Amazon Digital Services,  Inc.",107.0
1040,1040,1959.0,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",en-US,Novice,3.46,55473.0,,529.65,317.79,4.95,1226.0,"Amazon Digital Services,  Inc.",107.0
1041,1041,1991.0,The Sandman: Dream Country,,eng,Excellent,4.28,67753.0,genre fiction,426.93,0.0,3.99,1230.0,"Amazon Digital Services,  Inc.",107.0
1042,1042,2001.0,,John Grisham,eng,Intermediate,3.67,59974.0,nonfiction,105.93,0.0,0.99,1232.0,"Amazon Digital Services,  Inc.",107.0
1043,1043,1969.0,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",eng,Excellent,4.05,61888.0,genre fiction,822.83,493.698,7.69,1233.0,Random House LLC,107.0
1044,1044,2008.0,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632.0,fiction,1149.18,689.508,10.74,1235.0,Penguin Group (USA) LLC,107.0
1045,1045,2010.0,"Full Dark, No Stars",Stephen King,,Excellent,4.03,,genre fiction,640.93,384.558,5.99,1236.0,Random House LLC,107.0
1046,1046,2014.0,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,Famous,4.4,56510.0,genre fiction,319.93,0.0,,1237.0,"Amazon Digital Services,  Inc.",107.0
1047,1047,1987.0,Intensity,Dean Koontz,eng,Excellent,4.04,58062.0,genre fiction,104.94,0.0,0.99,1238.0,"Amazon Digital Services,  Inc.",106.0
1048,1048,2010.0,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355.0,children,477.0,286.2,4.5,1241.0,,106.0
1049,1049,1879.0,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",eng,Intermediate,3.69,69450.0,genre fiction,1588.94,953.364,14.99,1243.0,Hachette Book Group,106.0
1050,1050,1959.0,Hawaii,James A. Michener,en-GB,Excellent,4.18,59963.0,genre fiction,212.0,0.0,2.0,1243.0,,106.0
1051,1051,1961.0,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550.0,genre fiction,735.64,441.384,6.94,1244.0,Penguin Group (USA) LLC,106.0
1052,1052,2006.0,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372.0,genre fiction,846.94,508.164,7.99,1247.0,,106.0
1053,1053,1966.0,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",eng,Excellent,4.06,67077.0,nonfiction,1334.54,800.724,12.59,1248.0,Random House LLC,106.0
1054,1054,2011.0,,Maggie Stiefvater,eng,Intermediate,3.91,85034.0,genre fiction,827.86,496.716,7.81,1249.0,Penguin Group (USA) LLC,106.0
1055,1055,1996.0,The Beach,Alex Garland,,Intermediate,3.91,52333.0,fiction,589.36,353.616,5.56,1251.0,,106.0
1056,1056,2010.0,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341.0,genre fiction,316.94,0.0,2.99,1253.0,"Amazon Digital Services,  Inc.",106.0
1057,1057,2012.0,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932.0,nonfiction,1058.94,635.364,9.99,1255.0,"Amazon Digital Services,  Inc.",106.0
1058,1058,2002.0,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932.0,fiction,316.94,190.164,2.99,1255.0,"Amazon Digital Services,  Inc.",106.0
1059,1059,1955.0,Beezus and Ramona,Beverly Cleary,,Intermediate,3.97,75987.0,genre fiction,740.94,444.564,6.99,1257.0,Random House LLC,106.0
1060,1060,1972.0,The Farthest Shore,Ursula K. Le Guin,,Excellent,4.11,65626.0,nonfiction,210.94,0.0,1.99,1258.0,"Amazon Digital Services,  Inc.",106.0
1061,1061,1996.0,,Michael Crichton,eng,Intermediate,3.66,59229.0,genre fiction,104.94,0.0,0.99,1263.0,"Amazon Digital Services,  Inc.",106.0
1062,1062,1982.0,Magician,Raymond E. Feist,en-US,Excellent,4.17,62432.0,genre fiction,815.14,,7.69,1265.0,Random House LLC,106.0
1063,1063,2004.0,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737.0,genre fiction,846.94,508.164,7.99,1266.0,Random House LLC,106.0
1064,1064,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,eng,Excellent,4.31,43927.0,genre fiction,316.94,0.0,2.99,1266.0,"Amazon Digital Services,  Inc.",106.0
1065,1065,2014.0,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379.0,nonfiction,104.94,62.964,0.99,1268.0,"Amazon Digital Services,  Inc.",106.0
1066,1066,1989.0,The Power of One,Bryce Courtenay,eng,Excellent,,57312.0,genre fiction,846.94,508.164,7.99,1270.0,Random House LLC,106.0
1067,1067,1930.0,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742.0,,846.94,508.164,7.99,1271.0,Hachette Book Group,106.0
1068,1068,2011.0,Night Road,Kristin Hannah,en-US,Excellent,4.17,58028.0,,104.94,62.964,0.99,,"Amazon Digital Services,  Inc.",106.0
1069,1069,1999.0,Tripwire,Lee Child,eng,Excellent,4.07,55251.0,genre fiction,316.94,0.0,2.99,1273.0,"Amazon Digital Services,  Inc.",106.0
